Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2021","2021","1000 USD","32150697","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2022","2022","1000 USD","31451798","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2023","2023","1000 USD","31837198","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2024","2024","1000 USD","32306260","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2015","2015","1000 USD","10779701","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2016","2016","1000 USD","10211120","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2017","2017","1000 USD","10324758","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2018","2018","1000 USD","10330281","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2019","2019","1000 USD","10488566","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2020","2020","1000 USD","10927563","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2021","2021","1000 USD","11444341","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2022","2022","1000 USD","12080514","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2023","2023","1000 USD","12691874","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2024","2024","1000 USD","13120838","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2015","2015","1000 USD","107111499","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2016","2016","1000 USD","106582359","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","107381068","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","107104935","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","105835100","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","106969116","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","107465437","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","105270011","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","104314933","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2024","2024","1000 USD","104782879","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2015","2015","1000 USD","50711934","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2016","2016","1000 USD","50953567","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","51324542","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","50253711","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","51077939","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","51327869","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","52358632","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","52654555","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","52222560","E","Estimated value"
"QV","Value of Agricultural Production","159","China","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2024","2024","1000 USD","53564502","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2015","2015","1000 USD","417927","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2016","2016","1000 USD","373103","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2017","2017","1000 USD","452763","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2018","2018","1000 USD","461406","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2019","2019","1000 USD","423127","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2020","2020","1000 USD","446125","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2021","2021","1000 USD","429156","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2022","2022","1000 USD","355318","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2023","2023","1000 USD","495636","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2024","2024","1000 USD","440270","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2015","2015","1000 USD","5125894","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2016","2016","1000 USD","5616423","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","5984234","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","6193802","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","6123741","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","6821755","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","7237062","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","7667731","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","8094820","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2024","2024","1000 USD","8884033","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2015","2015","1000 USD","2269989","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2016","2016","1000 USD","2552089","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2017","2017","1000 USD","2568906","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2018","2018","1000 USD","2260356","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2019","2019","1000 USD","2757802","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2020","2020","1000 USD","2916801","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2021","2021","1000 USD","2616630","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2022","2022","1000 USD","2743691","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2023","2023","1000 USD","2840750","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2024","2024","1000 USD","2787028","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2015","2015","1000 USD","9010152","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2016","2016","1000 USD","8148342","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2017","2017","1000 USD","9122007","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2018","2018","1000 USD","9629672","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2019","2019","1000 USD","9419474","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2020","2020","1000 USD","9113937","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2021","2021","1000 USD","10177686","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2022","2022","1000 USD","10542904","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2023","2023","1000 USD","11287229","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2024","2024","1000 USD","10707561","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2015","2015","1000 USD","3022201","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2016","2016","1000 USD","3269962","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2017","2017","1000 USD","3808892","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2018","2018","1000 USD","4055508","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2019","2019","1000 USD","4452796","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2020","2020","1000 USD","4389283","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2021","2021","1000 USD","4911923","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2022","2022","1000 USD","5755311","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2023","2023","1000 USD","6082503","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2024","2024","1000 USD","6378827","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2015","2015","1000 USD","69812668","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2016","2016","1000 USD","72323809","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","73139413","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","77858490","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","77231123","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","80597651","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","86128901","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","85348894","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","91648496","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2024","2024","1000 USD","96110328","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2015","2015","1000 USD","24567713","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2016","2016","1000 USD","26203100","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","27969153","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","28355087","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","29413180","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","30623900","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","31113945","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","30590272","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","31388547","E","Estimated value"
"QV","Value of Agricultural Production","356","India","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2024","2024","1000 USD","32166120","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2015","2015","1000 USD","1127561","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2016","2016","1000 USD","1051881","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2017","2017","1000 USD","753775","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2018","2018","1000 USD","807810","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2019","2019","1000 USD","907632","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2020","2020","1000 USD","898761","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2021","2021","1000 USD","634520","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2022","2022","1000 USD","915110","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2023","2023","1000 USD","973598","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0115","Barley","2024","2024","1000 USD","756818","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2015","2015","1000 USD","48368088","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2016","2016","1000 USD","57716705","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2017","2017","1000 USD","51953444","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2018","2018","1000 USD","50996701","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2019","2019","1000 USD","48434695","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2020","2020","1000 USD","50182623","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2021","2021","1000 USD","53405713","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2022","2022","1000 USD","48543524","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2023","2023","1000 USD","54557224","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0112","Maize (corn)","2024","2024","1000 USD","52868577","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2015","2015","1000 USD","40033","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2016","2016","1000 USD","42607","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2017","2017","1000 USD","42097","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2018","2018","1000 USD","32784","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2019","2019","1000 USD","46957","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2020","2020","1000 USD","27066","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2021","2021","1000 USD","43491","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2022","2022","1000 USD","25893","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2023","2023","1000 USD","55338","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0118","Millet","2024","2024","1000 USD","39756","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2015","2015","1000 USD","3929164","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2016","2016","1000 USD","4010375","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2017","2017","1000 USD","4015690","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2018","2018","1000 USD","4009433","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2019","2019","1000 USD","3779676","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2020","2020","1000 USD","3740501","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2021","2021","1000 USD","3674771","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2022","2022","1000 USD","3580504","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2023","2023","1000 USD","3925114","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01510","Potatoes","2024","2024","1000 USD","3742479","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2015","2015","1000 USD","991254","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2016","2016","1000 USD","1066676","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2017","2017","1000 USD","1058190","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2018","2018","1000 USD","1247546","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2019","2019","1000 USD","1178575","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2020","2020","1000 USD","1195660","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2021","2021","1000 USD","942792","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2022","2022","1000 USD","1320114","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2023","2023","1000 USD","1438267","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","01443","Rape or colza seed","2024","2024","1000 USD","1675159","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2015","2015","1000 USD","2306184","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2016","2016","1000 USD","2687490","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2017","2017","1000 USD","2136947","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2018","2018","1000 USD","2683747","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2019","2019","1000 USD","2219390","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2020","2020","1000 USD","2727883","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2021","2021","1000 USD","2290705","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2022","2022","1000 USD","1918886","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2023","2023","1000 USD","2617299","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0113","Rice","2024","2024","1000 USD","2663365","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2015","2015","1000 USD","10106957","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2016","2016","1000 USD","11372503","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2017","2017","1000 USD","8575746","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2018","2018","1000 USD","9286303","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2019","2019","1000 USD","9517141","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2020","2020","1000 USD","9004964","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2021","2021","1000 USD","8109468","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2022","2022","1000 USD","8126507","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2023","2023","1000 USD","8925821","E","Estimated value"
"QV","Value of Agricultural Production","840","United States of America","58","Gross Production Value (constant 2014-2016 thousand US$)","0111","Wheat","2024","2024","1000 USD","9710654","E","Estimated value"
