Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","124","Canada","5412","Yield","0115","Barley","2022","2022","kg/ha","3789","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0115","Barley","2022","2022","t","9986681","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0115","Barley","2023","2023","ha","2702700","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0115","Barley","2023","2023","kg/ha","3295","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0115","Barley","2023","2023","t","8905385","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0115","Barley","2024","2024","ha","2394100","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0115","Barley","2024","2024","kg/ha","3401.7","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0115","Barley","2024","2024","t","8143897","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","1340400","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","10205.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0112","Maize (corn)","2015","2015","t","13679500","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","1413500","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","9826","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0112","Maize (corn)","2016","2016","t","13889000","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","1406200","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","10023.8","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0112","Maize (corn)","2017","2017","t","14095500","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","1430700","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","9704.9","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0112","Maize (corn)","2018","2018","t","13884800","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","1451200","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","9236.4","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0112","Maize (corn)","2019","2019","t","13403900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","1408200","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","9631.7","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0112","Maize (corn)","2020","2020","t","13563300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0112","Maize (corn)","2021","2021","ha","1461700","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","9995.8","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0112","Maize (corn)","2021","2021","t","14610792","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","1443900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","10069.2","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0112","Maize (corn)","2022","2022","t","14538878","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0112","Maize (corn)","2023","2023","ha","1518900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","10152.7","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0112","Maize (corn)","2023","2023","t","15420909","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","1449300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","10587.8","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0112","Maize (corn)","2024","2024","t","15344938","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0118","Millet","2015","2015","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0118","Millet","2015","2015","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0118","Millet","2015","2015","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0118","Millet","2016","2016","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0118","Millet","2016","2016","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0118","Millet","2016","2016","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0118","Millet","2017","2017","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0118","Millet","2017","2017","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0118","Millet","2017","2017","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0118","Millet","2018","2018","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0118","Millet","2018","2018","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0118","Millet","2018","2018","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0118","Millet","2019","2019","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0118","Millet","2019","2019","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0118","Millet","2019","2019","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0118","Millet","2020","2020","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0118","Millet","2020","2020","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0118","Millet","2020","2020","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0118","Millet","2021","2021","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0118","Millet","2021","2021","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0118","Millet","2021","2021","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0118","Millet","2022","2022","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0118","Millet","2022","2022","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0118","Millet","2022","2022","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0118","Millet","2023","2023","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0118","Millet","2023","2023","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0118","Millet","2023","2023","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0118","Millet","2024","2024","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0118","Millet","2024","2024","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0118","Millet","2024","2024","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01510","Potatoes","2015","2015","ha","137556","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01510","Potatoes","2015","2015","kg/ha","42708.7","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01510","Potatoes","2015","2015","t","5874839","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01510","Potatoes","2016","2016","ha","137848","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01510","Potatoes","2016","2016","kg/ha","38779.1","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01510","Potatoes","2016","2016","t","5345626","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01510","Potatoes","2017","2017","ha","137621","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01510","Potatoes","2017","2017","kg/ha","39378","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01510","Potatoes","2017","2017","t","5419238","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01510","Potatoes","2018","2018","ha","133749","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01510","Potatoes","2018","2018","kg/ha","38912.8","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01510","Potatoes","2018","2018","t","5204548","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01510","Potatoes","2019","2019","ha","138339","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01510","Potatoes","2019","2019","kg/ha","38775.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01510","Potatoes","2019","2019","t","5364169","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01510","Potatoes","2020","2020","ha","143866","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01510","Potatoes","2020","2020","kg/ha","36748","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01510","Potatoes","2020","2020","t","5286792","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01510","Potatoes","2021","2021","ha","153782","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01510","Potatoes","2021","2021","kg/ha","40009.4","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01510","Potatoes","2021","2021","t","6152723","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01510","Potatoes","2022","2022","ha","153762","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01510","Potatoes","2022","2022","kg/ha","40810.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01510","Potatoes","2022","2022","t","6275106","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01510","Potatoes","2023","2023","ha","154452","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01510","Potatoes","2023","2023","kg/ha","41639","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01510","Potatoes","2023","2023","t","6431221","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01510","Potatoes","2024","2024","ha","156309","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01510","Potatoes","2024","2024","kg/ha","41658.1","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01510","Potatoes","2024","2024","t","6511540","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01443","Rape or colza seed","2015","2015","ha","8364400","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01443","Rape or colza seed","2015","2015","kg/ha","2197","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01443","Rape or colza seed","2015","2015","t","18376500","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01443","Rape or colza seed","2016","2016","ha","8263300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01443","Rape or colza seed","2016","2016","kg/ha","2371.8","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01443","Rape or colza seed","2016","2016","t","19599200","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01443","Rape or colza seed","2017","2017","ha","9273100","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01443","Rape or colza seed","2017","2017","kg/ha","2300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01443","Rape or colza seed","2017","2017","t","21328100","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01443","Rape or colza seed","2018","2018","ha","9119700","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01443","Rape or colza seed","2018","2018","kg/ha","2272.4","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01443","Rape or colza seed","2018","2018","t","20723500","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01443","Rape or colza seed","2019","2019","ha","8471300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01443","Rape or colza seed","2019","2019","kg/ha","2350.6","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01443","Rape or colza seed","2019","2019","t","19912300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01443","Rape or colza seed","2020","2020","ha","8325400","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01443","Rape or colza seed","2020","2020","kg/ha","2340.4","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01443","Rape or colza seed","2020","2020","t","19484700","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01443","Rape or colza seed","2021","2021","ha","8946200","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01443","Rape or colza seed","2021","2021","kg/ha","1592.7","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01443","Rape or colza seed","2021","2021","t","14248281","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01443","Rape or colza seed","2022","2022","ha","8596300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01443","Rape or colza seed","2022","2022","kg/ha","2192.8","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01443","Rape or colza seed","2022","2022","t","18849801","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01443","Rape or colza seed","2023","2023","ha","8856600","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01443","Rape or colza seed","2023","2023","kg/ha","2197.6","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01443","Rape or colza seed","2023","2023","t","19463562","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01443","Rape or colza seed","2024","2024","ha","8845900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","01443","Rape or colza seed","2024","2024","kg/ha","2175","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01443","Rape or colza seed","2024","2024","t","19239463","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0113","Rice","2015","2015","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0113","Rice","2015","2015","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0113","Rice","2015","2015","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0113","Rice","2016","2016","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0113","Rice","2016","2016","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0113","Rice","2016","2016","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0113","Rice","2017","2017","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0113","Rice","2017","2017","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0113","Rice","2017","2017","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0113","Rice","2018","2018","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0113","Rice","2018","2018","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0113","Rice","2018","2018","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0113","Rice","2019","2019","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0113","Rice","2019","2019","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0113","Rice","2019","2019","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0113","Rice","2020","2020","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0113","Rice","2020","2020","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0113","Rice","2020","2020","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0113","Rice","2021","2021","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0113","Rice","2021","2021","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0113","Rice","2021","2021","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0113","Rice","2022","2022","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0113","Rice","2022","2022","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0113","Rice","2022","2022","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0113","Rice","2023","2023","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0113","Rice","2023","2023","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0113","Rice","2023","2023","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0113","Rice","2024","2024","","","","",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0113","Rice","2024","2024","","","","",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0113","Rice","2024","2024","","","","",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0111","Wheat","2015","2015","ha","9558300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0111","Wheat","2015","2015","kg/ha","2892.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0111","Wheat","2015","2015","t","27647400","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0111","Wheat","2016","2016","ha","8976300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0111","Wheat","2016","2016","kg/ha","3580.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0111","Wheat","2016","2016","t","32139900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0111","Wheat","2017","2017","ha","8983300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0111","Wheat","2017","2017","kg/ha","3381.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0111","Wheat","2017","2017","t","30377235","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0111","Wheat","2018","2018","ha","9880800","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0111","Wheat","2018","2018","kg/ha","3274.2","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0111","Wheat","2018","2018","t","32351900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0111","Wheat","2019","2019","ha","9655800","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0111","Wheat","2019","2019","kg/ha","3383.4","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0111","Wheat","2019","2019","t","32669800","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0111","Wheat","2020","2020","ha","10017800","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0111","Wheat","2020","2020","kg/ha","3537.4","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0111","Wheat","2020","2020","t","35437200","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0111","Wheat","2021","2021","ha","9198900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0111","Wheat","2021","2021","kg/ha","2437.5","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0111","Wheat","2021","2021","t","22422100","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0111","Wheat","2022","2022","ha","10110900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0111","Wheat","2022","2022","kg/ha","3449","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0111","Wheat","2022","2022","t","34872782","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0111","Wheat","2023","2023","ha","10709200","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0111","Wheat","2023","2023","kg/ha","3120.1","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0111","Wheat","2023","2023","t","33413600","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","0111","Wheat","2024","2024","ha","10652000","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5412","Yield","0111","Wheat","2024","2024","kg/ha","3373.9","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","0111","Wheat","2024","2024","t","35938839","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0115","Barley","2015","2015","ha","374510","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0115","Barley","2015","2015","kg/ha","3768.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0115","Barley","2015","2015","t","1411400","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0115","Barley","2016","2016","ha","360900","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0115","Barley","2016","2016","kg/ha","3304","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0115","Barley","2016","2016","t","1192400","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0115","Barley","2017","2017","ha","329990","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0115","Barley","2017","2017","kg/ha","3288.6","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0115","Barley","2017","2017","t","1085200","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0115","Barley","2018","2018","ha","262480","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0115","Barley","2018","2018","kg/ha","3644.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0115","Barley","2018","2018","t","956500","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0115","Barley","2019","2019","ha","253288","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0115","Barley","2019","2019","kg/ha","3854.7","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0115","Barley","2019","2019","t","976361.24","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0115","Barley","2020","2020","ha","281919","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0115","Barley","2020","2020","kg/ha","3568.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0115","Barley","2020","2020","t","1006020.41","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0115","Barley","2021","2021","ha","265896","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0115","Barley","2021","2021","kg/ha","3684.3","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0115","Barley","2021","2021","t","979627.22","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0115","Barley","2022","2022","ha","267035","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0115","Barley","2022","2022","kg/ha","3697.4","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0115","Barley","2022","2022","t","987336.29","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0115","Barley","2023","2023","ha","271617","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0115","Barley","2023","2023","kg/ha","3648.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0115","Barley","2023","2023","t","990994.64","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0115","Barley","2024","2024","ha","268182","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5412","Yield","0115","Barley","2024","2024","kg/ha","3676.5","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5510","Production","0115","Barley","2024","2024","t","985986.05","E","Estimated value",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","44995748","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","5892.9","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2015","2015","t","265157307","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","44208341","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","5966.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2016","2016","t","263777750","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","42429378","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","6110.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2017","2017","t","259256299","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","42158995","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","6104.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2018","2018","t","257348659","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","41309740","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","6317.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2019","2019","t","260957662","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","41292000","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","6317.8","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2020","2020","t","260876476.33","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0112","Maize (corn)","2021","2021","ha","43355859","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2021","2021","kg/ha","6291.2","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2021","2021","t","272762124","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","43105153","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2022","2022","kg/ha","6436.1","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2022","2022","t","277430136","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0112","Maize (corn)","2023","2023","ha","44255930","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","6531.7","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2023","2023","t","289065681","A","Official figure",""
"QCL","Crops and livestock products","159","China","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","44777349","A","Official figure",""
"QCL","Crops and livestock products","159","China","5412","Yield","0112","Maize (corn)","2024","2024","kg/ha","6591.3","A","Official figure",""
"QCL","Crops and livestock products","159","China","5510","Production","0112","Maize (corn)","2024","2024","t","295140069.93","A","Official figure",""
